series_id,game_id,sequence_number,map_name,team,player_id,player_name,agent,kills,deaths,assists,first_kill,money,loadout_value,net_worth,position_x,position_y
2819700,7cf1796b-377f-44b8-ae2e-b6d4b6a9333e,2,lotus,NRG,312,skuba,viper,19,9,10,False,1700,3700,5400,6436.49561,-4466.67432
2819700,7cf1796b-377f-44b8-ae2e-b6d4b6a9333e,2,lotus,NRG,2513,brawk,vyse,22,10,8,True,2050,4300,6350,7042.68799,-4280.25146
2819700,7cf1796b-377f-44b8-ae2e-b6d4b6a9333e,2,lotus,NRG,297,Ethan,fade,12,15,13,False,3300,1000,4300,6962.78027,-3957.46753
2819700,7cf1796b-377f-44b8-ae2e-b6d4b6a9333e,2,lotus,NRG,2340,s0m,omen,14,15,5,False,2650,1050,3700,7223.58594,-3369.86523
2819700,7cf1796b-377f-44b8-ae2e-b6d4b6a9333e,2,lotus,NRG,2358,mada,raze,13,15,4,False,1400,1200,2600,7133.63232,-3959.93286
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,KRÜ Esports,77,keznitdeuS,yoru,16,16,2,True,800,1550,2350,6120.08301,-10149.3623
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,KRÜ Esports,28813,Dantedeu5,neon,4,15,5,False,4550,1950,6500,-2515.44019,-6803.4082
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,KRÜ Esports,208,Melser,omen,7,15,7,False,4350,2100,6450,5741.32666,-10535.1426
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,KRÜ Esports,3078,Shyy,cypher,13,14,2,False,2900,1300,4200,-113.381973,-6810.92188
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,KRÜ Esports,74,Mazino,sova,8,13,4,False,4200,1450,5650,2715.33594,-5289.25391
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,NRG,312,skuba,killjoy,16,9,7,False,450,3900,4350,5424.81836,-8877.88184
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,NRG,2513,brawk,sova,11,10,5,False,500,3850,4350,3939.23853,-8211.22852
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,NRG,297,Ethan,omen,20,11,7,False,900,3700,4600,6574.43506,-9676.98145
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,NRG,2340,s0m,viper,12,10,12,False,600,3500,4100,7306.48,-9133.16113
2819700,7331feef-35e0-47e9-a06e-6ae3a99eee20,3,haven,NRG,2358,mada,neon,14,8,3,False,1200,4000,5200,6016.86133,-8922.5752
